Name,Val,Emotion
花,0.08803301237964237,0.5225371859689067
云,0.14557542411737734,0.5684855535036802
春,0.0712975699220541,0.4875358140669962
日,0.1265474552957359,0.4992504753097343
月,0.09124254928931683,0.4679947804272209
山,0.08161393856029345,0.5527962908251963
风,0.15657955066483265,0.5019894532550759
君,0.11187528656579551,0.4106064707237249
天,0.06166895919303072,0.5843828817560043
水,0.08321870701513068,0.5728381867977884
雨,0.030032095369096744,0.5597371841859837
空,0.109353507565337,0.4249525214335579
心,0.11829436038514443,0.44547956792793636
生,0.10430994956442,0.4940663608966293
老,0.011691884456671253,0.5132194154852425
梦,0.01742320036680422,0.32047030614734057
客,0.051811095827602016,0.42739847746399023
寒,0.07359009628610728,0.41188235562922515
秋,0.05937643282897753,0.43258830655058983
飞,0.1338835396607061,0.4849805380041773
犹,0.06533700137551582,0.47811839719497273
行,0.08574048601558917,0.4959380300972604
夜,0.08482347546996791,0.3963753800484761
莫,0.027739569005043558,0.5604545737295498
新,0.059147180192572216,0.5298110930061296
深,0.04355800091701054,0.5456440802816478
酒,0.0442457588262265,0.5113477802395124
愁,0.03530490600641907,0.2982384408271752
清,0.06717102246675836,0.576827332070893
满,0.04951856946354883,0.5424996637447281
难,0.07175607519486474,0.4806191634298784
声,0.05662540119211371,0.5349883647809851
香,0.039889958734525444,0.6125650165503712
落,0.0811554332874828,0.4792604116842779
家,0.024530032095369098,0.4737179708231152
独,0.07152682255845942,0.4015741749157978
重,0.07015130674002751,0.5528790870320518
树,0.07381934892251261,0.5028636750393404
远,0.09193030719853278,0.5433897674240454
处,0.02567629527739569,0.4572565157256241
问,0.02246675836772123,0.48815298759171094
烟,0.041723979825768,0.5676192215032125
诗,0.015130674002751032,0.5306155507832522
闻,0.06052269601100413,0.44681746440727443
高,0.05983493810178817,0.5588664049467899
雪,0.028427326914259515,0.43186644536060204
醉,0.006419073819348923,0.47446518129228415
道,0.05249885373681797,0.5707331951802189
共,0.0541036221916552,0.5344752565526177
书,0.030261348005502064,0.504211446715034
思,0.09513984410820725,0.336228207913439
笑,0.01742320036680422,0.4884441728537719
旧,0.026593305823016965,0.45181639203339075
路,0.0577716643741403,0.4324300941581804
初,0.04562127464465841,0.5218026244779668
留,0.04883081155433287,0.5129852232776637
吹,0.0515818431911967,0.4955563121662126
坐,0.03782668500687758,0.4418487831945508
红,0.02200825309491059,0.534114481235982
真,0.011691884456671253,0.5917905053257283
